id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
2011	renata n.s. figueiredo	-1.0522	0.6089	12	17	77	5	0	0	2021	0	0
2021	renato torres pinheiro	0.245	-0.5355	15	10	40	43	331	45.9859	2013.5581	7.6977	1.0694
2036	ricardo riyoiti uchida	-0.6929	0.5309	5	8	13	3	0	0	2017.6667	0	0
2037	ricardo rodrigues goulart	-0.2507	-0.0098	1	6	6	3	0	0	2020.6667	0	0
2043	rise consolação iuata costa rank	-0.7021	-0.5376	8	4	11	3	4	1.3346	2013.3333	1.3333	0.4449
2048	roberta marcatti	1.7837	0.4745	4	16	36	3	16	11.9844	2020.6667	5.3333	3.9948
2049	roberta rossi grüdtner	-0.7745	0.4859	5	11	24	4	27	45.1226	2021.75	6.75	11.2806
2056	roberto m. dos santos	-1.0279	0.6961	12	18	102	8	45	16.7972	2020.625	5.625	2.0997
2063	rodrigo a. bressan	-0.994	0.3194	9	14	31	4	124	10.0034	2012	31	2.5009
2076	rodrigo ribeiro fidélis	0.2599	-0.2126	2	6	9	3	4	1.4975	2013.3333	1.3333	0.4992
2079	rodrigo ventura rodrigues	0.6598	0.4398	7	7	11	3	0	0	2019.3333	0	0
2082	rogério ferreira marquezan	-0.6578	-0.4782	8	7	22	13	58	11.4095	2012.2308	4.4615	0.8777
2084	rogério togisaki das chagas	1.9083	0.2264	4	24	174	12	118	42.0102	2018.75	9.8333	3.5008
2094	ronyere olegário de araújo	0.7319	0.5283	7	5	9	3	0	0	2020.6667	0	0
2095	roozbeh tahmasebi	1.8902	0.3769	4	26	99	7	53	28.1166	2020.2857	7.5714	4.0167
2096	rory j tinker	1.8555	0.266	4	24	74	5	47	21.2766	2020	9.4	4.2553
2130	s. lefèvre	-0.8069	-0.2285	14	7	21	3	1	1.14	2020.3333	0.3333	0.38
2133	sabina borges da costa	-0.2195	0.0339	1	8	20	5	8	3.5595	2020	1.6	0.7119
2143	sandra maria botelho mariano	-0.0462	-0.1206	1	20	49	18	45	11.3237	2019.2778	2.5	0.6291
